status,passDate,text
Senate Read and Adopted,2020-01-31,"LC 120 0163 S. R. 669- 1 -Senate Resolution 669By:  Senators Wilkinson of the 50th, Black of the 8th, Anderson of the 24th, Harper of the th, Walker III of the 20th and others A RESOLUTIONCommending the Georgia Future Farmers of America (FFA) and recognizing February 18, , as FFA Day at the state capitol; and for other purposes.2WHEREAS, the FFA and agricultural education provide a strong foundation for the youth3of America and the future of the food, fiber, and natural resource systems; and WHEREAS, the Georgia FFA ranks as the third largest state FFA association in the nation with nearly 60,000 current members in 350 local chapters across the state; and WHEREAS, the mission of the FFA is to make a positive difference in the lives of students by developing their potential for premier leadership, personal growth, and career success through agricultural education; and9WHEREAS, agricultural education and the FFA ensure a steady supply of young professionals to meet the growing demands in the science, business, and technology of agriculture; and12WHEREAS, the FFA prepares young people for more than 300 careers in agriculture and agribusiness, ranging from production to sales, biotechnology, and environmental science; and15WHEREAS, the FFA motto, ""Learning to do, doing to learn, earning to live, living to serve,"" gives direction of purpose to these students who take an active role in succeeding in agricultural education; and18WHEREAS, the FFA promotes citizenship, volunteerism, patriotism, and cooperation and increases awareness of the global and technological importance of agriculture and its contribution to economic and personal vitality. LC 120 0163 S. R. 669- 2 -NOW, THEREFORE, BE IT RESOLVED BY THE SENATE that the members of this body commend the  Georgia Future Farmers of America (FFA) for its contribution to the welfare of this state and nation and recognize as February 18, 2020, as FFA Day at the state capitol. BE IT FURTHER RESOLVED that the Secretary of the Senate is authorized and directed25to make appropriate copies of this resolution available for distribution to the National Future Farmers of America (FFA) organization. "
House Read and Adopted,2019-02-05,"LC 117 0701 H. R. 107- 1 -House Resolution 107By: Representatives Kennard of the 102 nd, Efstration of the 104 th, Marin of the 96 th, McClainof the 100th, Barr of the 103rd, and others A RESOLUTIONRecognizing and commending Stanley C. ""Stas"" Preczewski upon the grand occasion of his retirement; and for other purposes. WHEREAS, Stanley C. ""Stas"" Preczewski has long been recognized by the citizens of this state for the vital role that he has played in leadership and his deep personal commitment to the students of Georgia Gwinnett College and the welfare of the citizens of Georgia; and5WHEREAS, he has diligently and conscientiously devoted innumerable hours of his time, talents, and energy toward the betterment of his community and state as evidenced dramatically by his superlative service as president of Georgia Gwinnett College; and WHEREAS, he served as a guardian of this nation's freedom and liberty with the United States Army, valiantly and courageously protecting his fellow Americans by commanding two artillery units with the 1st and 2nd Infantry Divisions; and11WHEREAS, prior to joining the administration at Georgia Gwinnett College, Dr. Preczewski served on the faculty of the United States Military Academy at West Point; and WHEREAS, under his leadership,  U.S. News & World Report ranked Georgia Gwinnett College as No. 10 in the ""Top Public School in the Regional Colleges South"" category for152019 and also ranked the college in the top 10 for three consecutive years as the most ethnically diverse Southern regional college; and17WHEREAS, Dr. Preczewski's significant organizational and leadership talents, remarkable patience and diplomacy, keen sense of vision, a nd sensitivity to the needs of the citizens of this state have earned him the respect and admiration of his colleagues and associates; and WHEREAS, he is a person of magnanimous strengths with an unimpeachable reputation for integrity, intelligence, fairness, and kindness; and22 19LC 117 0701 H. R. 107- 2 -WHEREAS, it is abundantly fitting and proper that the outstanding accomplishments of this remarkable and distinguished Georgian be appropriately recognized. NOW, THEREFORE, BE IT RESOLVED BY THE HOUSE OF REPRESENTATIVES that the members of this body recognize and commend Stanley C. ""Stas"" Preczewski for his efficient, effective, unselfish, and dedicated public service as president of Georgia Gwinnett College; congratulate him upon the grand occas ion of his retirement; and extend the most sincere best wishes for continued health and happiness.29BE IT FURTHER RESOLVED that the Clerk of the House of Representatives is authorized and directed to make an appropriate copy of this resolution available for distribution to Stanley C. ""Stas"" Preczewski.32"
House Read and Adopted,2020-03-03,"LC 121 0330 H. R. 1382- 1 -House Resolution 1382By: Representatives Davis of the 87th, Henson of the 86th, and Mitchell of the 88th A RESOLUTIONCongratulating and commending Linda Clark for receiving the 2020 Yellow Rose Nikki T. Randall Servant Leader Award; and for other purposes.2WHEREAS, in 1999, Representative Nikki T. Randall became the first African American female elected to the General Assembly from middle Georgia, and over her 17 years of service as a legislator, she held numerous leadership positions, including chair of the Georgia Legislative Women's Caucus; and WHEREAS, every year during Women's History Month, the Georgia Legislative Women's Caucus recognizes outstanding women in Georgia who exemplify the leadership and inspiration embodied by Representative Randall; and WHEREAS, Linda is a longtime resident of the Peters Park community in Tucker, Georgia, where she lives on the street that bears her family name; and WHEREAS, she is a one-woman force that has unified the community to combat and fight the growing deterioration of the neighborhood by meeting with local elected officials, code enforcement, law enforcement, and anyone willing to assist in investing in restoring hope in the community; and WHEREAS, Linda took the lead in a community cleanup, motivating more than 75 volunteers from all over Tucker to roll up their sleeves and pitch in restoring Peters Park. The unified team carted off 138 bags of garbage, 39 tires, and five truckloads of waste; and WHEREAS, Linda Clark has established a gl owing reputation of reno wn throughout Georgia for her efforts to improve the lives of citizens of Georgia; and WHEREAS, it is abundantly fitting and proper that the outstanding accomplishments of this extraordinary servant leader be appropriately recognized.22 20LC 121 0330 H. R. 1382- 2 -NOW, THEREFORE, BE IT RESOLVED BY  THE HOUSE OF REPRESENTATIVES that the members of this body congratulate and commend Linda Clark for receiving the 2020 Yellow Rose Nikki T. Randall Servant Leader Award and extend best wishes for her continued success.26BE IT FURTHER RESOLVED that the Clerk of the House of Representatives is authorized and directed to make an appropriate copy of this resolution available for distribution to Linda Clark.29"
House Read and Adopted,2019-02-08,"LC 117 0766 H. R. 174- 1 -House Resolution 174By: Representatives Werkheiser of the 157 th, Ralston of the 7 th, Efstration of the 104 th,Harrell of the 106th, Silcox of the 52nd, and others A RESOLUTIONRecognizing February 14, 2019, as New Americans Day at the state capitol; and for other purposes.2WHEREAS, on February 14, 2019, more than 300 new Americans, friends, and community supporters will visit the state capitol for a day of education and celebration; and4WHEREAS, February 14, 2019, will mark the fifth annual United States Citizenship and Immigration Services naturalization ceremony in the state capitol in which new citizens are proudly welcomed to Georgia's ranks; and WHEREAS, Georgia is home to more than one million immigrants, who comprise approximately 10 percent of the state population and contribute to Georgia's unique culture and diversity; and10WHEREAS, 41.9 percent of Georgia's foreign-born population are naturalized citizens of the United States; and12WHEREAS, one in five self-employed business owners are foreign born, employing around ,000 Georgians state wide, and foreign-born Georgians have contributed $6.9 billion in federal and state taxes; and15WHEREAS, Georgia is a welcoming home for peoples of all origins and from all walks of life, and it is abundantly fitting and proper that these new Americans be appropriately recognized.18NOW, THEREFORE, BE IT RESOLVED BY THE HOUSE OF REPRESENTATIVES that the members of this body recognize and commend the manifold contributions of immigrants to the State of Georgia and recognize February 14, 2019, as New Americans Day at the state capitol.22 19LC 117 0766 H. R. 174- 2 -BE IT FURTHER RESOLVED that the Clerk of the House of Representatives is authorized and directed to make appropriate copies of this resolution available for distribution to the public and the press.25"
House Read and Adopted,2019-04-02,"LC 119 0660 H. R. 867- 1 -House Resolution 867By: Representatives Dempsey of the 13 th, Lumsden of the 12 th, and Scoggins of the 14th A RESOLUTIONRecognizing and commending the Heart of the Community Foundation's 2019 Award of Honor recipients, Jeff and Mary Margaret Mauer; and for other purposes.2WHEREAS, through decades of service to the community, the Mauers have committed their lives to the foster care crisis in Rome, Georgia, and Floyd County where they serve as cofounders of Restoration Rome; and WHEREAS, Mary Margaret received a Ph.D. from Georgia State University in biological sciences, and Jeff received his degree from Shorter University in business administration; and8WHEREAS, their passion for servant leadership has called them to be invaluable volunteer leaders in their community, where they have held a variety of offices and board positions, including serving with Global Impact International and Leadership Rome; and WHEREAS, Mary Margaret's exemplary community involvement is further evidenced by her work with the Junior Service League, the Floyd Faith Coalition for Families, and the Murphy-Harpst Children's Center, among others; and WHEREAS, Jeff's dedication to servant leadership is exemplified by his work with the Rome YMCA, the Boys Scouts of America Northwest Georgia Board, Rome-Floyd County United Way, Young President's Organization, and  the Rome-Floyd County Commission on Children and Youth, among others; and WHEREAS, it is abundantly fitting and proper that the outstanding contributions of these distinguished Georgians be appropriately recognized.20NOW, THEREFORE, BE IT RESOLVED BY THE HOUSE OF REPRESENTATIVES that the members of this body recognize and commend Jeff and Mary Margaret Mauer and LC 119 0660 H. R. 867- 2 -congratulate them on being a Heart of the Community Foundation's 2019 Award of Honor recipients.24BE IT FURTHER RESOLVED that the Clerk of the House of Representatives is authorized and directed to make appropriate copies of this resolution available for distribution to Jeff and Mary Margaret Mauer.27"
House Committee Favorably Reported By Substitute,,"LC 49 0214S H. B. 1055 (SUB)- 1 -The House Committee on Education offers the following substitute to HB 1055: A BILL TO BE ENTITLEDAN ACTTo amend Part 14 of Article 6 of Chapter 2 of Title 20 of the Official Code of Georgia Annotated, relating to other educational programs under the ""Quality Basic Education Act,"" so as to authorize home study students in grades six through 12 to participate in extracurricular and interscholastic activities in the student's resident public school system; to provide that home study students shall complete one qualifying online course in a core academic subject facilitated by  the resident school system for each semester of the regular school year during any part of which the home st udy student participates in an extracurricular or interscholastic activity; to provide for eligibility requirements; to provide for participation at a particular public school; to provide for participation fees; to provide for definitions; to9amend Code Section 20-2-690 of the Official Code of Georgia Annotated, relating to educational entities and requirements for private schools and home study programs, so as to provide parents and guardians authority to execute documents for verification purposes; to provide for a short title; to provide for related matters; to repeal conflicting laws; and for other purposes.14BE IT ENACTED BY THE GENERAL ASSEMBLY OF GEORGIA:15SECTION 1.16This Act shall be known and may be cited as  the ""Equal Opportunity for Access in Education Act.""18SECTION 2.19Part 14 of Article 6 of Chapter 2 of Title 20 of the Official Code of Georgia Annotated, relating to other educational programs under the ""Quality Basic Education Act,"" is amended by adding a new Code section to read as follows:2220-2-319.5.23(a)  As used in this Code section, the term: LC 49 0214S H. B. 1055 (SUB)- 2 -(1)  'Athletic association' means any association of schools or any other similar organization which acts as an organizing, sanctioning, scheduling, or rule-making body for interscholastic activities in which public schools in this state participate.27(2)  'Core academic subject' means English, reading, or language arts; mathematics; science; social studies; and foreign languages.29(3)  'Extracurricular activities' means public school-sponsored activities in which students take part on a voluntary basis; which do not offer or provide school or course credits; which are generally conducted outside regular school hours or, if conducted in whole or in part during regular school hours, at times agreed to by the participants and approved by a school official; and which are managed and operated under the guidance of a teacher, other school employee, or other adult approved by a school official.  Examples of extracurricular activities include but are not limited to intramural and interscholastic athletics; band, chorus, and other musical activities; drama and other theatrical activities; and school clubs and organizations as provided in subsection (a) of Code Section (4)  'Home study student' means any student in grades six through 12 who is in a home study program that meets the requirements of subsection (c) of Code Section 20-2-690. (5)  'Interscholastic activities' means extracurricular activities, public school-sponsored athletic programs, and other public school-sponsored programs that are sanctioned or supported by a state-wide interscholastic activities governing body, including but not limited to an athletic association. (6)  'Qualifying online course' means an online course in a core academic subject which is facilitated by a home study student's reside nt school system by applying one or more of the mechanisms provided in paragraphs (1) through (4) of subsection (b) of Code Section 20-2-319.4.49(7)  'Resident school' means the public school in which a home study student would be enrolled based on his or her residence.51(8)  'Resident school system' means the public school system in which a home study student would be enrolled based on his or her residence.53(b)  A home study student shall be eligible to participate in extracurricular activities and interscholastic activities under  the sponsorship, direction, and control of the resident school or resident school system, provided that each of the following requirements is met: (1)  At least 30 calendar days before the firs t school day of the semester in which a home study student will enroll in a qualifying online course as provided in subparagraph (A) of paragraph (2) of this subsection, a parent or guardian of the home study student provides to the principal of the resident school and the superintendent of the resident school system: LC 49 0214S H. B. 1055 (SUB)- 3 -(A)  Written notice that the home study student intends to participate in one or more specified extracurricular or interscholastic activities as a representative of the resident school or resident school system; and (B)  A copy of the home study student's most recent annual progress assessment report, as provided for in paragraph (8) of subsection (c) of Code Section 20-2-690, along with written verification by the home study program instructor that the home study student is currently receiving a passing grade in each home study program course, is maintaining satisfactory progress toward advancement, and meets the requirements for participation in the specified extracurricular or interscholastic activity;70(2)(A)  The home study student completes and passes one qualifying online course during the fall or spring semester immediately preceding the semester during which the home study student participates in an extracurricular or interscholastic activity. (B)  For each semester of the regular school year during any part of which the home study student participates in an extracurricular or interscholastic activity, the home study student enrolls in and attempts to complete one qualifying online course; (3)  The home study student meets estab lished age, academic, behavioral, conduct, disciplinary, immunization, physical examination, residence, zoning, and other rules and requirements applicable to all students for pa rticipation in the specified extracurricular79or interscholastic activity and provides any supporting documentation required by the resident school;81(4)  The home study student abides by the same student code of conduct and disciplinary measures and transportation policies as students enrolled at the resident school who are participating in the same extracurricular or interscholastic activity as the home study student;85(5)  The home study student completes the tryout process or the equivalent for participation in the specified extracurricular or interscholastic activity applicable to all students for participation in the specified extracurricular or interscholastic activity and provides any supporting documentation required by the resident school; and (6)  For an extracurricular or interscholastic activity which involves a competitive selection process, the home study student is selected. (c)  A student who withdraws from a public  school to participate in a home study program shall be ineligible for participation in any extracurricular or interscholastic activity for 12 months from the date of the declaration of intent to utilize a home study program provided to the Department of Education as provided under paragraph (2) of subsection (c) of Code Section 20-2-690.96(d)  For purposes of this Code section, participation in an extracurricular or interscholastic activity includes participation in the following school-sponsored activities related to the LC 49 0214S H. B. 1055 (SUB)- 4 -extracurricular or interscholastic activity: tryouts; off-season practice, rehearsal, or conditioning; summer/holiday practice, rehearsal, or conditioning; in-season practice, rehearsal, or conditioning; and all exhibitions, contests, and competitions, including scrimmage, preseason, regular season, postseason, and invitational. (e)  A resident school, a resident school system, or an athletic association shall not deny a home study student the opportunity to try out and participate if selected in any extracurricular or interscholastic activities available in the resident school or resident school system if the student meets the requirements contained in subsection (b) of this Code section and is not ineligible under subsection (c) of this Code section.107(f)  No public high school which receives funding under this article shall participate in, sponsor, or provide coaching staff for interscholastic activities which are conducted under the authority of, conducted under the rules of, or scheduled by any athletic association that does not deem eligible for participation a home study student who meets the requirements contained in subsection (b) of this Code sec tion and is not ineligible under subsection (c) of this Code section.113(g)  Home study students shall participate in extracurricular or interscholastic activities on behalf of such home study student's resident school. (h)  The specific assigned program of each home study student enrolled in a qualifying online course shall be included for a one-sixth segment of the school day, or the block scheduling equivalent, by the home study student's resident school system in reports made to the Department of Education as provided in subsection (a) of Code Section 20-2-160. SECTION 3.120Code Section 20-2-690 of the Official Code of Georgia Annotated, relating to educational entities and requirements for private schools and home study programs, is amended by revising paragraph (6) of subsection (c) as follows:123(6)  The parent or guardian shall have the authority to execute any document required by law, rule, regulation, or policy to evidence the enrollment of a child in a home study program, the student's full-time or part-time status, the student's grades, or any other required educational information.  This shall include, but not be limited to, documents for purposes of verification of enrollment by the Department of Driver Services, for the purposes set forth in subsection (a.1) of Code Section 40-5-22, documents required pursuant to Chapter 2 of Title 39 relating to employment of minors, documents for purposes of verification as set forth in subsection (b) of Code Section 20-2-319.5, and any documents required to apply for the receipt of state or federal public assistance; LC 49 0214S H. B. 1055 (SUB)- 5 -SECTION 4.133All laws and parts of laws in conflict with this Act are repealed.134"
Senate Read and Referred,,"LC 39 2676 S. B. 515- 1 -Senate Bill 515By:  Senators Williams of the 39th, Jordan  of the 6th, Jones II of the 22nd, Harrell of the th, Anderson of the 43rd and others A BILL TO BE ENTITLEDAN ACTTo amend Article 2 of Chapter 3 of Title 16 of the Official Code of Georgia Annotated, relating to justification and excuse, so as to repeal the ""stand your ground"" law; to amend Titles 15, 17, and 51 of the Official Code of Ge orgia Annotated, relating to courts, criminal procedure, and torts, respectively, so as to make conforming changes; to provide for related matters; to provide an effective date; to repeal conflicting laws; and for other purposes. BE IT ENACTED BY THE GENERAL ASSEMBLY OF GEORGIA:6SECTION 1.7Article 2 of Chapter 3 of Title 16 of the Official Code of Georgia Annotated, relating to justification and excuse, is amended by repealing Code Section 16-3-23.1, relating to no duty to retreat prior to use of force in self-defense, in its entirety.10SECTION 2.11Said article is further amended by revising Code Section 16-3-24.2, relating to immunity from prosecution and exception, as follows: A person who uses threats or force in accordance with Code Section 16-3-21, 16-3-23, , or 16-3-24 shall be immune from criminal prosecution therefor unless in the use of deadly force, such person utilizes a weapon the carrying or possession of which is unlawful by such person under Part 2 of Article 4 of Chapter 11 of this title.18SECTION 3.19Title 15 of the Official Code of Georgia Annot ated, relating to courts, is amended by revising subparagraph (b)(5)(E) of Code Section 15-12-71, relating to duties of a grand jury, as follows:22(E)  Prior to the introduction of any evidence or the first witness being sworn, the district attorney shall advise the grand jury of the laws applicable to the conduct of such LC 39 2676 S. B. 515- 2 -review.  In particular, the grand jury shall be advised of Code Sections 16-3-20, , 16-3-23.1, and 17-4-20.26SECTION 4.27Title 17 of the Official Code of Georgia Annotated, relating to criminal procedure, is amended by revising subsection (c) of Code Section 17-7-52, relating to procedure for indictment or special presentment of peace officer for crime in performance of duties, notification, and rights of officer, as follows:31(c)  Prior to the introduction of any evid ence or the first witness being sworn, the prosecuting attorney shall advise the grand jury of the laws applicable to the conduct of such proceedings, all relevant sections of the Code relating to the crime or crimes alleged in the bill of indictment, and any Code section that excuses or justifies such conduct.  In particular, the grand jury shall be advised of Code Sections 16-3-20, 16-3-21, 16-3-23.1,36and 17-4-20.37SECTION 5.38Title 51 of the Official Code of Georgia Annotated, relating to torts, is amended by revising Code Section 51-11-9, relating to immunity from  civil liability for threat or use of force in40defense of habitation, as follows:4151-11-9.42A person who is justified in threatening or  using force against another under the provisions43of Code Section 16-3-21, relating to the use of force in defense of self or others, Code Section 16-3-23, relating to the use of force in defense of a habitation, or Code Section 16-3-24, relating to the use of force in defense of property other than a habitation, has no duty to retreat from the use of such force and shall not be held liable to the person against whom the use of force was justified or to any person acting as an accomplice or assistant to such person in any civil action brought as a result of the threat or use of such49force.50SECTION 6.51This Act shall become effective upon its appr oval by the Governor or upon its becoming law without such approval.53SECTION 7.54All laws and parts of laws in conflict with this Act are repealed.55"
Senate Read and Referred,,"LC 47 0048 S. B. 69- 1 -Senate Bill 69By:  Senators Henson of the 41st, Butler of the 55th, Jones of the 10th, Seay of the 34th,  Orrock of the 36th and others A BILL TO BE ENTITLEDAN ACTTo amend Article 1 of Chapter 11 of Title 4 of the Official Code of Georgia Annotated, relating to general provisions regarding animal  protection, so as to prohibit persons convicted of cruelty to animals after July 1, 2019, from obtaining pet animals; to provide for related matters; to provide for an effective date and applicability; to repeal conflicting laws; and for other purposes.5BE IT ENACTED BY THE GENERAL ASSEMBLY OF GEORGIA:6SECTION 1.7Article 1 of Chapter 11 of Title 4 of the Official Code of Georgia Annotated, relating to general provisions regarding animal protection, is amended by adding a new Code section to read as follows:104-11-15.2.11It shall be unlawful for any person convicted, after July 1, 2019, of violating Code Section to become the owner of any dog, cat, bird, fish, reptile, or other animal customarily obtained as a pet in this state.14SECTION 2.15This Act shall become effective on July 1, 2019, and shall apply to offenses which occur on or after such date.  Any offense occurring be fore July 1, 2019, shall be governed by the law in effect at the time of such offense. SECTION 3.19All laws and parts of laws in conflict with this Act are repealed.20"
House Read and Adopted,2019-03-26,"LC 117 1173 H. R. 722- 1 -House Resolution 722By: Representative Dollar of the 45th A RESOLUTIONCommending and congratulating Emmeline Lopez; and for other purposes. WHEREAS, Emmeline Lopez has earned the highest and most prestigious award in Girl Scouting, the Girl Scout Gold Award; and3WHEREAS, requirements for this award include leadership activities, a service project, and the completion of a Gold Award project that  is sustainable and has a measurable outcome; and6WHEREAS, for her project, Advocating for Sex Ed, Emmeline developed a workshop and created a website and pamphlet to address the rising rates of teen pregnancies and STD rates in many communities that have no sex educati on in their schools; she presented the problem to people of all ages in order to encourage voters, future voters, and those most affected to get comprehensive sex education mandated and regulated in schools; and WHEREAS, Emmeline, a member of Troop 2270, used all of her background skills, her knowledge of the Girl Scouts program, and th e support and guidance of her troop advisers13to complete her project and be honored with this prestigious award; and WHEREAS, this hard-working young woman has demonstrated outstanding integrity, honesty, and leadership and is a positive role model for young women in the Girl Scouts program and throughout this state; and WHEREAS, the perseverance and determination displayed by this exceptional young leader set an example for all Georgians, and great success is surely in this young woman's future. NOW, THEREFORE, BE IT RESOLVED BY THE HOUSE OF REPRESENTATIVES that the members of this body commend Emmeline Lopez for her diligence and dedication in LC 117 1173 H. R. 722- 2 -pursuing the highest honor awarded by the Girl Scouts program and congratulate her on earning the Girl Scout Gold Award.23BE IT FURTHER RESOLVED that the Clerk of the House of Representatives is authorized and directed to make an appropriate copy of this resolution available for distribution to Emmeline Lopez. "
House Read and Adopted,2019-03-14,"LC 119 0448 H. R. 552- 1 -House Resolution 552By: Representatives Thomas of the 56 th, Gilliard of the 162nd, Boddie of the 62nd, Beasley-Teague of the 65th, and Jones of the 53rd A RESOLUTIONRecognizing and commending Chandra Currelley for her outstanding success in the entertainment industry; and for other purposes. WHEREAS, Chandra Currelley has long been recognized in the entertainment industry for her unforgettable live performances and her ability to successfully cross musical and theatrical styles; and5WHEREAS, she has diligently and conscientiously devoted innumerable hours of her time, talents, and energy toward the betterment of her craft as evidenced dramatically by her accomplishments as an artist; and WHEREAS, Chandra's significant natural talents, remarkable patience and diplomacy, keen sense of vision, and exceptional musicality have helped her stand out as an NAACP Phoenix Award nominated jazz singer; and WHEREAS, Chandra has released numerous chart-topping albums, performed at many different music festivals, played roles in films and television series, including those of Tyler Perry and Oprah Winfrey, and has receive d awards and accolades from many notable organizations; and15WHEREAS, this distinguished gentlewoman has given inspiration to many throughout her career, and she possesses the vast wisdom which only comes through experience and the strength of character which is achieved through overcoming the many challenges of life; and WHEREAS, she is a person of magnanimous strengths with an unimpeachable reputation for integrity, intelligence, fairness, and kindness; and20WHEREAS, it is abundantly fitting and proper that the outstanding accomplishments of this remarkable and distinguished artist be appropriately recognized. LC 119 0448 H. R. 552- 2 -NOW, THEREFORE, BE IT RESOLVED BY  THE HOUSE OF REPRESENTATIVES that the members of this body recognize and commend Chandra Currelley for her outstanding success in the entertainment industry and extend the most sincere best wishes for continued health and happiness.26BE IT FURTHER RESOLVED that the Clerk of the House of Representatives is authorized and directed to make an appropriate copy of this resolution available for distribution to Chandra Currelley.29"
House Read and Adopted,2020-01-28,"LC 121 0044 H. R. 985- 1 -House Resolution 985By: Representatives Prince of the 127 th, Nelson of the 125 th, Howard of the 124 th, Frazier of the 126th, Lott of the 122nd, and others A RESOLUTIONCongratulating and commending Dr. Ben Casella; and for other purposes. WHEREAS, Dr. Ben Casella recently received the 2019 American Optometric Association's Optometrist of the Year Award by the American Optometric Association; and WHEREAS, this remarkable optometrist has established a glowing reputation of renown throughout Georgia for his ability to accommodate changes in optometry, and he continues to meet the diversified needs of his customers with friendly and professional service; and WHEREAS, he is a staunch supporter of the Augusta community and unselfishly devotes innumerable hours of his time and talents toward supporting and improving the area; and WHEREAS, Dr. Casella served as the president of the Augusta Downtown Business Alliance, as a trustee on the board of Historic Augusta, and as an artist on the Walton Rehabilitation Foundation, contributing his original artwork to raise money for the Walton Rehabilitation Hospital in Augusta; and12WHEREAS, he is a member of the American Optometric Association's evidence based optometry committee and Beta Sigma Kappa International Optometric Honor Society, a diplomat of the American Board of Optometry, the 2014 recipient of Southeastern Congress of Optometry's Young OD of the South Award, the 2012 recipient of the Georgia Optometric Association's Young OD of the Year Award, and the Chief Optometric Editor of  Optometry17Times; and18WHEREAS, his service with the Georgia Opto metric Association and Greater August district is further testimony to his commitment to his community and profession; and WHEREAS, it is abundantly fitting and proper that the outstanding accomplishments of this extraordinary citizen be appropriately recognized.22 20LC 121 0044 H. R. 985- 2 -NOW, THEREFORE, BE IT RESOLVED BY  THE HOUSE OF REPRESENTATIVES that the members of this body congratulate Dr. Ben Casella on receiving the 2019 American Optometric Association's Optometrist of the Year Award, commend him for his many outstanding contributions on behalf of the citizens of Georgia, and extend best wishes for his continued success.27BE IT FURTHER RESOLVED that the Clerk of the House of Representatives is authorized and directed to make an appropriate copy of this resolution available for distribution to Dr. Ben Casella.30"
House Read and Adopted,2020-01-29,"LC 120 0106 H. R. 990- 1 -House Resolution 990By: Representatives Martin of the 49th and Blackmon of the 146 th A RESOLUTIONRecognizing and commending Heather Williamson; and for other purposes. WHEREAS, Heather Williamson is the state reci pient of the Technical College System of Georgia's (TCSG) 2019 Georgia Occupational Award of Leadership (GOAL), which is the first program of its type in the nation to honor outstanding technical college students; and WHEREAS, GOAL brings together Georgia's business, government, and industry leaders with the state's technical colleges to celebrate technical education's vital impact on Georgia's workforce, prosperity, and future; and7WHEREAS, for 48 years, the GOAL program has  served as an excellent example of a true partnership among business, industry, and higher education; and WHEREAS, Heather Williamson was selected from among 22 TCSG college GOAL winners who have demonstrated excellent academic and leadership abilities at their respective technical colleges; and 12WHEREAS, Heather Williamson, an early childhood care and education student from Central Georgia Technical College, enrolled to receive the very best training necessary to acquire the knowledge and skills that will afford her a secure future in her chosen profession; and 16WHEREAS, Heather Williamson will serve as an ambassador for technical education in Georgia, representing over 140,000 TCSG students who benefit from technical education programs at colleges throughout the state; and WHEREAS, in pursuing her education, Heather Williamson brought honor to herself, her family, Central Georgia Technical College, and the entire Technical College System of Georgia, which she represents as Georgia's outstanding technical college student for 2019. LC 120 0106 H. R. 990- 2 -NOW, THEREFORE, BE IT RESOLVED BY  THE HOUSE OF REPRESENTATIVES that the members of this body recognize and commend Heather Williamson for her outstanding achievements and efforts to promote technical education in Georgia. BE IT FURTHER RESOLVED that the Clerk of the House of Representatives is authorized and directed to make an appropriate copy of this resolution available for distribution to Heather Williamson. "
